RegionID,SizeRank,RegionName,RegionType,StateName,date,rent_index,zorf_growth_pct,rent_lag1,rent_lag3,month
395148,18,"Tampa, FL",msa,FL,2020-03-31,1347.1631415060797,,1338.2880267495411,1328.216511033514,3
395148,18,"Tampa, FL",msa,FL,2020-04-30,1349.175116491812,,1347.1631415060797,1332.3453671676416,4
395148,18,"Tampa, FL",msa,FL,2020-05-31,1351.3739320340933,,1349.175116491812,1338.2880267495411,5
395148,18,"Tampa, FL",msa,FL,2020-06-30,1353.3107886702153,,1351.3739320340933,1347.1631415060797,6
395148,18,"Tampa, FL",msa,FL,2020-07-31,1367.5171494700842,,1353.3107886702153,1349.175116491812,7
395148,18,"Tampa, FL",msa,FL,2020-08-31,1382.6364190055133,,1367.5171494700842,1351.3739320340933,8
395148,18,"Tampa, FL",msa,FL,2020-09-30,1394.1279329469396,,1382.6364190055133,1353.3107886702153,9
395148,18,"Tampa, FL",msa,FL,2020-10-31,1402.3328939492442,,1394.1279329469396,1367.5171494700842,10
395148,18,"Tampa, FL",msa,FL,2020-11-30,1409.4826050423785,,1402.3328939492442,1382.6364190055133,11
395148,18,"Tampa, FL",msa,FL,2020-12-31,1419.1781848979167,,1409.4826050423785,1394.1279329469396,12
395148,18,"Tampa, FL",msa,FL,2021-01-31,1431.0740120753628,,1419.1781848979167,1402.3328939492442,1
395148,18,"Tampa, FL",msa,FL,2021-02-28,1447.2769588368462,,1431.0740120753628,1409.4826050423785,2
395148,18,"Tampa, FL",msa,FL,2021-03-31,1464.6371251082328,,1447.2769588368462,1419.1781848979167,3
395148,18,"Tampa, FL",msa,FL,2021-04-30,1490.434380200544,,1464.6371251082328,1431.0740120753628,4
395148,18,"Tampa, FL",msa,FL,2021-05-31,1526.727393940796,,1490.434380200544,1447.2769588368462,5
395148,18,"Tampa, FL",msa,FL,2021-06-30,1575.2669548063525,,1526.727393940796,1464.6371251082328,6
395148,18,"Tampa, FL",msa,FL,2021-07-31,1627.819349777042,,1575.2669548063525,1490.434380200544,7
395148,18,"Tampa, FL",msa,FL,2021-08-31,1682.3118503721396,,1627.819349777042,1526.727393940796,8
395148,18,"Tampa, FL",msa,FL,2021-09-30,1724.8950515502745,,1682.3118503721396,1575.2669548063525,9
395148,18,"Tampa, FL",msa,FL,2021-10-31,1753.8001809403834,,1724.8950515502745,1627.819349777042,10
395148,18,"Tampa, FL",msa,FL,2021-11-30,1767.8280801476176,,1753.8001809403834,1682.3118503721396,11
395148,18,"Tampa, FL",msa,FL,2021-12-31,1787.276628190953,,1767.8280801476176,1724.8950515502745,12
395148,18,"Tampa, FL",msa,FL,2022-01-31,1801.9443803597544,,1787.276628190953,1753.8001809403834,1
395148,18,"Tampa, FL",msa,FL,2022-02-28,1819.7835191104928,,1801.9443803597544,1767.8280801476176,2
395148,18,"Tampa, FL",msa,FL,2022-03-31,1834.87837305108,,1819.7835191104928,1787.276628190953,3
395148,18,"Tampa, FL",msa,FL,2022-04-30,1859.8125517178496,,1834.87837305108,1801.9443803597544,4
395148,18,"Tampa, FL",msa,FL,2022-05-31,1885.4088175486384,,1859.8125517178496,1819.7835191104928,5
395148,18,"Tampa, FL",msa,FL,2022-06-30,1909.250204947586,,1885.4088175486384,1834.87837305108,6
395148,18,"Tampa, FL",msa,FL,2022-07-31,1926.2378985313524,,1909.250204947586,1859.8125517178496,7
395148,18,"Tampa, FL",msa,FL,2022-08-31,1932.1128306398944,,1926.2378985313524,1885.4088175486384,8
395148,18,"Tampa, FL",msa,FL,2022-09-30,1928.014736785987,,1932.1128306398944,1909.250204947586,9
395148,18,"Tampa, FL",msa,FL,2022-10-31,1921.09490897894,,1928.014736785987,1926.2378985313524,10
395148,18,"Tampa, FL",msa,FL,2022-11-30,1920.0173323117008,,1921.09490897894,1932.1128306398944,11
395148,18,"Tampa, FL",msa,FL,2022-12-31,1920.7644960258908,,1920.0173323117008,1928.014736785987,12
395148,18,"Tampa, FL",msa,FL,2023-01-31,1924.881174528757,,1920.7644960258908,1921.09490897894,1
395148,18,"Tampa, FL",msa,FL,2023-02-28,1927.305953553276,,1924.881174528757,1920.0173323117008,2
395148,18,"Tampa, FL",msa,FL,2023-03-31,1940.754550536408,,1927.305953553276,1920.7644960258908,3
395148,18,"Tampa, FL",msa,FL,2023-04-30,1949.234143154304,,1940.754550536408,1924.881174528757,4
395148,18,"Tampa, FL",msa,FL,2023-05-31,1957.392367334338,,1949.234143154304,1927.305953553276,5
395148,18,"Tampa, FL",msa,FL,2023-06-30,1957.1911060545856,,1957.392367334338,1940.754550536408,6
395148,18,"Tampa, FL",msa,FL,2023-07-31,1962.382533280452,,1957.1911060545856,1949.234143154304,7
395148,18,"Tampa, FL",msa,FL,2023-08-31,1970.4893656706463,,1962.382533280452,1957.392367334338,8
395148,18,"Tampa, FL",msa,FL,2023-09-30,1972.032091118652,,1970.4893656706463,1957.1911060545856,9
395148,18,"Tampa, FL",msa,FL,2023-10-31,1970.165221596504,,1972.032091118652,1962.382533280452,10
395148,18,"Tampa, FL",msa,FL,2023-11-30,1964.1845096432012,,1970.165221596504,1970.4893656706463,11
395148,18,"Tampa, FL",msa,FL,2023-12-31,1962.330279859499,,1964.1845096432012,1972.032091118652,12
395148,18,"Tampa, FL",msa,FL,2024-01-31,1962.4946940148704,,1962.330279859499,1970.165221596504,1
395148,18,"Tampa, FL",msa,FL,2024-02-29,1964.823622965457,,1962.4946940148704,1964.1845096432012,2
395148,18,"Tampa, FL",msa,FL,2024-03-31,1970.5282220608672,,1964.823622965457,1962.330279859499,3
395148,18,"Tampa, FL",msa,FL,2024-04-30,1973.746442980524,,1970.5282220608672,1962.4946940148704,4
395148,18,"Tampa, FL",msa,FL,2024-05-31,1976.3848046363296,,1973.746442980524,1964.823622965457,5
395148,18,"Tampa, FL",msa,FL,2024-06-30,1977.3077434884367,,1976.3848046363296,1970.5282220608672,6
395148,18,"Tampa, FL",msa,FL,2024-07-31,1983.5110169349896,,1977.3077434884367,1973.746442980524,7
395148,18,"Tampa, FL",msa,FL,2024-08-31,1985.4752774658227,,1983.5110169349896,1976.3848046363296,8
395148,18,"Tampa, FL",msa,FL,2024-09-30,1985.7068019248677,,1985.4752774658227,1977.3077434884367,9
395148,18,"Tampa, FL",msa,FL,2024-10-31,1990.321405018737,,1985.7068019248677,1983.5110169349896,10
395148,18,"Tampa, FL",msa,FL,2024-11-30,2000.8327472604476,,1990.321405018737,1985.4752774658227,11
