ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,rent_lag1,rent_lag1_lower,rent_lag1_upper,rent_lag3,rent_lag3_lower,rent_lag3_upper,unemployment_rate,unemployment_rate_lower,unemployment_rate_upper,yearly,yearly_lower,yearly_upper,zorf_growth_pct,zorf_growth_pct_lower,zorf_growth_pct_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2015-11-30,1055.7646085364308,898.1964453579048,1163.7011269771067,1055.7646085364308,1055.7646085364308,-29.015082015550004,-29.015082015550004,-29.015082015550004,-50.02714868481184,-50.02714868481184,-50.02714868481184,1212.929812722281,1212.929812722281,1212.929812722281,-449.62769677152056,-449.62769677152056,-449.62769677152056,-813.3292646355723,-813.3292646355723,-813.3292646355723,21.01206666926184,21.01206666926184,21.01206666926184,0.0,0.0,0.0,0.0,0.0,0.0,1026.7495265208809
2015-12-31,1061.0008013358813,904.2717217654425,1173.8814178401453,1061.0008013358813,1061.0008013358813,-22.059932316236583,-22.059932316236583,-22.059932316236583,-45.68536083151631,-45.68536083151631,-45.68536083151631,1219.8291567929023,1219.8291567929023,1219.8291567929023,-452.1852529888464,-452.1852529888464,-452.1852529888464,-813.3292646355723,-813.3292646355723,-813.3292646355723,23.62542851527973,23.62542851527973,23.62542851527973,0.0,0.0,0.0,0.0,0.0,0.0,1038.9408690196447
2016-01-31,1066.2369941353318,861.362921365852,1138.131500270368,1066.2369941353318,1066.2369941353318,-61.3160190085185,-61.3160190085185,-61.3160190085185,-41.31887617551442,-41.31887617551442,-41.31887617551442,1226.7677454662248,1226.7677454662248,1226.7677454662248,-454.7573570061671,-454.7573570061671,-454.7573570061671,-813.3292646355723,-813.3292646355723,-813.3292646355723,-19.997142833004084,-19.997142833004084,-19.997142833004084,0.0,0.0,0.0,0.0,0.0,0.0,1004.9209751268132
2016-02-29,1070.2068151879732,875.5247213758174,1162.0091389615304,1070.2068151879732,1070.2068151879732,-52.59911255486887,-52.59911255486887,-52.59911255486887,-36.92755423733443,-36.92755423733443,-36.92755423733443,1233.7458019719973,1233.7458019719973,1233.7458019719973,-457.3440915737594,-457.3440915737594,-457.3440915737594,-813.3292646355723,-813.3292646355723,-813.3292646355723,-15.67155831753444,-15.67155831753444,-15.67155831753444,0.0,0.0,0.0,0.0,0.0,0.0,1017.6077026331044
2016-03-31,1074.4504170028656,891.2796188096427,1155.4423212196987,1074.4504170028656,1074.4504170028656,-52.18280999991377,-52.18280999991377,-52.18280999991377,-32.511253738434114,-32.511253738434114,-32.511253738434114,1240.7635508097353,1240.7635508097353,1240.7635508097353,-459.9455399125971,-459.9455399125971,-459.9455399125971,-813.3292646355723,-813.3292646355723,-813.3292646355723,-19.671556261479655,-19.671556261479655,-19.671556261479655,0.0,0.0,0.0,0.0,0.0,0.0,1022.2676070029519
2016-04-30,1078.5571284366326,887.1821607195385,1158.0941651108064,1078.5571284366326,1078.5571284366326,-45.3535725365476,-45.3535725365476,-45.3535725365476,-28.069832596656354,-28.069832596656354,-28.069832596656354,1247.8212177559446,1247.8212177559446,1247.8212177559446,-462.56178571702867,-462.56178571702867,-462.56178571702867,-813.3292646355723,-813.3292646355723,-813.3292646355723,-17.283739939891248,-17.283739939891248,-17.283739939891248,0.0,0.0,0.0,0.0,0.0,0.0,1033.2035559000851
2016-05-31,1082.800730251525,910.6116719893959,1184.2292987452454,1082.800730251525,1082.800730251525,-37.38334712918873,-37.38334712918873,-37.38334712918873,-23.603147921656177,-23.603147921656177,-23.603147921656177,1254.9190298713859,1254.9190298713859,1254.9190298713859,-465.1929131574699,-465.1929131574699,-465.1929131574699,-813.3292646355723,-813.3292646355723,-813.3292646355723,-13.780199207532553,-13.780199207532553,-13.780199207532553,0.0,0.0,0.0,0.0,0.0,0.0,1045.4173831223363
2016-06-30,1086.907441685292,928.2440881732324,1187.6842416606187,1086.907441685292,1086.907441685292,-27.03392708503573,-27.03392708503573,-27.03392708503573,-19.11105601030639,-19.11105601030639,-19.11105601030639,1262.0572155083773,1262.0572155083773,1262.0572155083773,-467.83900688311144,-467.83900688311144,-467.83900688311144,-813.3292646355723,-813.3292646355723,-813.3292646355723,-7.922871074729344,-7.922871074729344,-7.922871074729344,0.0,0.0,0.0,0.0,0.0,0.0,1059.8735146002564
2016-07-31,1090.3165097899712,952.7573981911629,1217.3463732035777,1090.3165097899712,1090.3165097899712,-14.113013361142254,-14.113013361142254,-14.113013361142254,-14.593412342070966,-14.593412342070966,-14.593412342070966,1269.236004318144,1269.236004318144,1269.236004318144,-470.50015202464283,-470.50015202464283,-470.50015202464283,-813.3292646355723,-813.3292646355723,-813.3292646355723,0.4803989809287113,0.4803989809287113,0.4803989809287113,0.0,0.0,0.0,0.0,0.0,0.0,1076.2034964288289
2016-08-31,1093.72557789465,957.0756724016516,1227.4347420015777,1093.72557789465,1093.72557789465,2.0092986000223956,2.0092986000223956,2.0092986000223956,-10.05007157435957,-10.05007157435957,-10.05007157435957,1276.455627258203,1276.455627258203,1276.455627258203,-473.17643419699044,-473.17643419699044,-473.17643419699044,-813.3292646355723,-813.3292646355723,-813.3292646355723,12.059370174381966,12.059370174381966,12.059370174381966,0.0,0.0,0.0,0.0,0.0,0.0,1095.7348764946726
2016-09-30,1097.0246760604687,980.826592240948,1248.2979433652845,1097.0246760604687,1097.0246760604687,11.274420071310322,11.274420071310322,11.274420071310322,-5.480887537847768,-5.480887537847768,-5.480887537847768,1283.7163165997977,1283.7163165997977,1283.7163165997977,-475.8679395020731,-475.8679395020731,-475.8679395020731,-813.3292646355723,-813.3292646355723,-813.3292646355723,16.75530760915809,16.75530760915809,16.75530760915809,0.0,0.0,0.0,0.0,0.0,0.0,1108.299096131779
2016-10-31,1100.4337441651476,993.0015629052291,1244.9146358018775,1100.4337441651476,1100.4337441651476,18.333189623080685,18.333189623080685,18.333189623080685,-0.8857132317752647,-0.8857132317752647,-0.8857132317752647,1291.0183059353678,1291.0183059353678,1291.0183059353678,-478.57475453157076,-478.57475453157076,-478.57475453157076,-813.3292646355723,-813.3292646355723,-813.3292646355723,19.218902854855948,19.218902854855948,19.218902854855948,0.0,0.0,0.0,0.0,0.0,0.0,1118.7669337882282
2016-11-30,1103.0600194133658,984.7647658085397,1262.9149478652985,1103.0600194133658,1103.0600194133658,24.621645063796176,24.621645063796176,24.621645063796176,3.7355991807802775,3.7355991807802775,3.7355991807802775,1298.361830186064,1298.361830186064,1298.361830186064,-481.2969663697114,-481.2969663697114,-481.2969663697114,-813.3292646355723,-813.3292646355723,-813.3292646355723,20.8860458830159,20.8860458830159,20.8860458830159,0.0,0.0,0.0,0.0,0.0,0.0,1127.681664477162
2016-12-31,1105.773837169858,1013.2306751008562,1272.0266451825466,1105.773837169858,1105.773837169858,32.61974736219332,32.61974736219332,32.61974736219332,8.383198377663986,8.383198377663986,8.383198377663986,1305.747125609309,1305.747125609309,1305.747125609309,-484.03466259607285,-484.03466259607285,-484.03466259607285,-813.3292646355723,-813.3292646355723,-813.3292646355723,24.236548984529342,24.236548984529342,24.236548984529342,0.0,0.0,0.0,0.0,0.0,0.0,1138.3935845320514
2017-01-31,1108.4876549263504,976.4530574284535,1234.2610719140225,1108.4876549263504,1108.4876549263504,-7.974691349635895,-7.974691349635895,-7.974691349635895,13.057233882424141,13.057233882424141,13.057233882424141,1313.1744298063954,1313.1744298063954,1313.1744298063954,-486.787931288399,-486.787931288399,-486.787931288399,-813.3292646355723,-813.3292646355723,-813.3292646355723,-21.031925232060036,-21.031925232060036,-21.031925232060036,0.0,0.0,0.0,0.0,0.0,0.0,1100.5129635767146
2017-02-28,1110.9388451580205,983.9106911639041,1240.8491346658516,1110.9388451580205,1110.9388451580205,2.1769168881803878,2.1769168881803878,2.1769168881803878,17.75785606912354,17.75785606912354,17.75785606912354,1320.6439817301311,1320.6439817301311,1320.6439817301311,-489.5568610254354,-489.5568610254354,-489.5568610254354,-813.3292646355723,-813.3292646355723,-813.3292646355723,-15.580939180943153,-15.580939180943153,-15.580939180943153,0.0,0.0,0.0,0.0,0.0,0.0,1113.1157620462009
2017-03-31,1113.097868379916,978.6580333421255,1237.6584821817996,1113.097868379916,1113.097868379916,2.8363611818054197,2.8363611818054197,2.8363611818054197,22.485216167178088,22.485216167178088,22.485216167178088,1328.1560216925277,1328.1560216925277,1328.1560216925277,-492.3415408897773,-492.3415408897773,-492.3415408897773,-813.3292646355723,-813.3292646355723,-813.3292646355723,-19.64885498537267,-19.64885498537267,-19.64885498537267,0.0,0.0,0.0,0.0,0.0,0.0,1115.9342295617214
2017-04-30,1115.1872456914275,998.1540358877442,1259.3116567635877,1115.1872456914275,1115.1872456914275,9.78032912006222,9.78032912006222,9.78032912006222,27.239466266220305,27.239466266220305,27.239466266220305,1335.7107913725295,1335.7107913725295,1335.7107913725295,-495.142060470737,-495.142060470737,-495.142060470737,-813.3292646355723,-813.3292646355723,-813.3292646355723,-17.459137146158085,-17.459137146158085,-17.459137146158085,0.0,0.0,0.0,0.0,0.0,0.0,1124.9675748114896
2017-05-31,1117.3462689133228,1004.3922246889492,1269.4254902031375,1117.3462689133228,1117.3462689133228,18.219226545879753,18.219226545879753,18.219226545879753,32.02075932099365,32.02075932099365,32.02075932099365,1343.308533823791,1343.308533823791,1343.308533823791,-497.95850986722513,-497.95850986722513,-497.95850986722513,-813.3292646355723,-813.3292646355723,-813.3292646355723,-13.801532775113891,-13.801532775113891,-13.801532775113891,0.0,0.0,0.0,0.0,0.0,0.0,1135.5654954592026
2017-06-30,1119.4356462248343,1004.0097224935844,1284.0380921937697,1119.4356462248343,1119.4356462248343,28.831263383376047,28.831263383376047,28.831263383376047,36.829249156274635,36.829249156274635,36.829249156274635,1350.9494934824966,1350.9494934824966,1350.9494934824966,-500.79097969064975,-500.79097969064975,-500.79097969064975,-813.3292646355723,-813.3292646355723,-813.3292646355723,-7.997985772898586,-7.997985772898586,-7.997985772898586,0.0,0.0,0.0,0.0,0.0,0.0,1148.2669096082104
2017-07-31,1121.1833064661255,1031.8022265076402,1296.861697417747,1121.1833064661255,1121.1833064661255,42.09776811754659,42.09776811754659,42.09776811754659,41.66509047181933,41.66509047181933,41.66509047181933,1358.633916175223,1358.633916175223,1358.633916175223,-503.63956106783155,-503.63956106783155,-503.63956106783155,-813.3292646355723,-813.3292646355723,-813.3292646355723,0.43267764572725986,0.43267764572725986,0.43267764572725986,0.0,0.0,0.0,0.0,0.0,0.0,1163.281074583672
2017-08-31,1122.9309667074165,1049.1295044349888,1316.2614964773775,1122.9309667074165,1122.9309667074165,58.53797423319893,58.53797423319893,58.53797423319893,46.52843884734115,46.52843884734115,46.52843884734115,1366.3620491268491,1366.3620491268491,1366.3620491268491,-506.50434564393566,-506.50434564393566,-506.50434564393566,-813.3292646355723,-813.3292646355723,-813.3292646355723,12.009535385857781,12.009535385857781,12.009535385857781,0.0,0.0,0.0,0.0,0.0,0.0,1181.4689409406153
2017-09-30,1124.6222508118917,1048.7297952595575,1323.2207616160879,1124.6222508118917,1124.6222508118917,68.11594089446463,68.11594089446463,68.11594089446463,51.41945074751711,51.41945074751711,51.41945074751711,1374.1341409685094,1374.1341409685094,1374.1341409685094,-509.38542558541997,-509.38542558541997,-509.38542558541997,-813.3292646355723,-813.3292646355723,-813.3292646355723,16.69649014694751,16.69649014694751,16.69649014694751,0.0,0.0,0.0,0.0,0.0,0.0,1192.7381917063562
2017-10-31,1126.369911053183,1075.0302361686763,1343.4486960962877,1126.369911053183,1126.369911053183,75.62301003072196,75.62301003072196,75.62301003072196,56.33828352702103,56.33828352702103,56.33828352702103,1381.9504417455935,1381.9504417455935,1381.9504417455935,-512.2828935830001,-512.2828935830001,-512.2828935830001,-813.3292646355723,-813.3292646355723,-813.3292646355723,19.28472650370093,19.28472650370093,19.28472650370093,0.0,0.0,0.0,0.0,0.0,0.0,1201.992921083905
2017-11-30,1127.7973671714897,1085.8723462721402,1339.5720322073093,1127.7973671714897,1127.7973671714897,82.21748051357045,82.21748051357045,82.21748051357045,61.2850954355853,61.2850954355853,61.2850954355853,1389.8112029257895,1389.8112029257895,1389.8112029257895,-515.196842854632,-515.196842854632,-515.196842854632,-813.3292646355723,-813.3292646355723,-813.3292646355723,20.932385077985156,20.932385077985156,20.932385077985156,0.0,0.0,0.0,0.0,0.0,0.0,1210.0148476850602
2017-12-31,1129.2724051604068,1087.4083801862412,1353.5879286749619,1129.2724051604068,1129.2724051604068,90.29784675371354,90.29784675371354,90.29784675371354,66.26004562309362,66.26004562309362,66.26004562309362,1397.7166774071763,1397.7166774071763,1397.7166774071763,-518.1273671485104,-518.1273671485104,-518.1273671485104,-813.3292646355723,-813.3292646355723,-813.3292646355723,24.03780113061992,24.03780113061992,24.03780113061992,0.0,0.0,0.0,0.0,0.0,0.0,1219.5702519141205
2018-01-31,1130.747443149324,1048.0001412449578,1312.3356502057102,1130.747443149324,1130.747443149324,50.56205945165591,50.56205945165591,50.56205945165591,71.26329414470008,71.26329414470008,71.26329414470008,1405.6671195263575,1405.6671195263575,1405.6671195263575,-521.0745607460851,-521.0745607460851,-521.0745607460851,-813.3292646355723,-813.3292646355723,-813.3292646355723,-20.701234693044178,-20.701234693044178,-20.701234693044178,0.0,0.0,0.0,0.0,0.0,0.0,1181.3095026009798
2018-02-28,1132.0797355264106,1050.9022371400104,1314.537090546873,1132.0797355264106,1132.0797355264106,60.79995656689911,60.79995656689911,60.79995656689911,76.2950019659786,76.2950019659786,76.2950019659786,1413.6627850666457,1413.6627850666457,1413.6627850666457,-524.0385184650947,-524.0385184650947,-524.0385184650947,-813.3292646355723,-813.3292646355723,-813.3292646355723,-15.495045399079489,-15.495045399079489,-15.495045399079489,0.0,0.0,0.0,0.0,0.0,0.0,1192.8796920933096
2018-03-31,1133.4052988632868,1064.867795185863,1328.6279315678607,1133.4052988632868,1133.4052988632868,61.72568642934119,61.72568642934119,61.72568642934119,81.35533096810158,81.35533096810158,81.35533096810158,1421.7039312662903,1421.7039312662903,1421.7039312662903,-527.0193356626165,-527.0193356626165,-527.0193356626165,-813.3292646355723,-813.3292646355723,-813.3292646355723,-19.629644538760402,-19.629644538760402,-19.629644538760402,0.0,0.0,0.0,0.0,0.0,0.0,1195.130985292628
2018-04-30,1134.688102092522,1075.1506277110625,1335.440477946049,1134.688102092522,1134.688102092522,68.80924927854696,68.80924927854696,68.80924927854696,86.44444395304883,86.44444395304883,86.44444395304883,1429.7908168267552,1429.7908168267552,1429.7908168267552,-530.0171082381341,-530.0171082381341,-530.0171082381341,-813.3292646355723,-813.3292646355723,-813.3292646355723,-17.635194674501875,-17.635194674501875,-17.635194674501875,0.0,0.0,0.0,0.0,0.0,0.0,1203.497351371069
2018-05-31,1136.0136654293985,1074.9213584681668,1353.4350158932184,1136.0136654293985,1136.0136654293985,77.7416064948863,77.7416064948863,77.7416064948863,91.56250464884354,91.56250464884354,91.56250464884354,1437.9237019210398,1437.9237019210398,1437.9237019210398,-533.0319326366239,-533.0319326366239,-533.0319326366239,-813.3292646355723,-813.3292646355723,-813.3292646355723,-13.820898153957234,-13.820898153957234,-13.820898153957234,0.0,0.0,0.0,0.0,0.0,0.0,1213.755271924285
2018-06-30,1137.2964686586336,1091.2739104308034,1362.4410157516152,1137.2964686586336,1137.2964686586336,88.63784797339187,88.63784797339187,88.63784797339187,96.7096777148223,96.7096777148223,96.7096777148223,1446.1028482020508,1446.1028482020508,1446.1028482020508,-536.0639058516564,-536.0639058516564,-536.0639058516564,-813.3292646355723,-813.3292646355723,-813.3292646355723,-8.07182974143044,-8.07182974143044,-8.07182974143044,0.0,0.0,0.0,0.0,0.0,0.0,1225.9343166320255
2018-07-31,1138.6220319955103,1114.7769794182066,1367.0236787002752,1138.6220319955103,1138.6220319955103,102.27233379596093,102.27233379596093,102.27233379596093,101.88612874692922,101.88612874692922,101.88612874692922,1454.3285188110192,1454.3285188110192,1454.3285188110192,-539.1131254285178,-539.1131254285178,-539.1131254285178,-813.3292646355723,-813.3292646355723,-813.3292646355723,0.38620504903171193,0.38620504903171193,0.38620504903171193,0.0,0.0,0.0,0.0,0.0,0.0,1240.8943657914713
2018-08-31,1139.9369791107595,1106.4838321443117,1385.7072874865664,1139.9369791107595,1139.9369791107595,119.05051379077436,119.05051379077436,119.05051379077436,107.09202428304734,107.09202428304734,107.09202428304734,1462.600978385968,1462.600978385968,1462.600978385968,-542.1796894673483,-542.1796894673483,-542.1796894673483,-813.3292646355723,-813.3292646355723,-813.3292646355723,11.958489507727023,11.958489507727023,11.958489507727023,0.0,0.0,0.0,0.0,0.0,0.0,1258.9874929015339
2018-09-30,1141.2095085771296,1148.6201630673247,1396.3359436952417,1141.2095085771296,1141.2095085771296,128.96570941961372,128.96570941961372,128.96570941961372,112.32753180835218,112.32753180835218,112.32753180835218,1470.9204930702215,1470.9204930702215,1470.9204930702215,-545.263696626297,-545.263696626297,-545.263696626297,-813.3292646355723,-813.3292646355723,-813.3292646355723,16.638177611261536,16.638177611261536,16.638177611261536,0.0,0.0,0.0,0.0,0.0,0.0,1270.1752179967432
2018-10-31,1142.5244556923785,1146.615529426954,1410.8704831521704,1142.5244556923785,1142.5244556923785,136.94329790485193,136.94329790485193,136.94329790485193,117.5928197607045,117.5928197607045,117.5928197607045,1479.2873305209744,1479.2873305209744,1479.2873305209744,-548.3652461246976,-548.3652461246976,-548.3652461246976,-813.3292646355723,-813.3292646355723,-813.3292646355723,19.350478144147434,19.350478144147434,19.350478144147434,0.0,0.0,0.0,0.0,0.0,0.0,1279.4677535972305
2018-11-30,1143.7969851587486,1151.8197901600179,1429.710455699462,1143.7969851587486,1143.7969851587486,143.86245495288057,143.86245495288057,143.86245495288057,122.88805753606664,122.88805753606664,122.88805753606664,1487.7017599178976,1487.7017599178976,1487.7017599178976,-551.4844377462588,-551.4844377462588,-551.4844377462588,-813.3292646355723,-813.3292646355723,-813.3292646355723,20.974397416813932,20.974397416813932,20.974397416813932,0.0,0.0,0.0,0.0,0.0,0.0,1287.6594401116292
2018-12-31,1145.1892499054402,1162.3180629056103,1433.8268483586085,1145.1892499054402,1145.1892499054402,152.04737614938603,152.04737614938603,152.04737614938603,128.21341549395265,128.21341549395265,128.21341549395265,1496.164051971801,1496.164051971801,1496.164051971801,-554.6213718422762,-554.6213718422762,-554.6213718422762,-813.3292646355723,-813.3292646355723,-813.3292646355723,23.833960655433376,23.833960655433376,23.833960655433376,0.0,0.0,0.0,0.0,0.0,0.0,1297.2366260548263
2019-01-31,1146.581514652132,1128.075388018256,1381.1017096866333,1146.581514652132,1146.581514652132,113.21279540934027,113.21279540934027,113.21279540934027,133.56906496291018,133.56906496291018,133.56906496291018,1504.6744789333422,1504.6744789333422,1504.6744789333422,-557.7761493348597,-557.7761493348597,-557.7761493348597,-813.3292646355723,-813.3292646355723,-813.3292646355723,-20.356269553569906,-20.356269553569906,-20.356269553569906,0.0,0.0,0.0,0.0,0.0,0.0,1259.7943100614723
2019-02-28,1147.8390441007566,1133.0468116913485,1400.994312728781,1147.8390441007566,1147.8390441007566,123.54110079636263,123.54110079636263,123.54110079636263,138.95517824603115,138.95517824603115,138.95517824603115,1513.2333146017845,1513.2333146017845,1513.2333146017845,-560.948871720181,-560.948871720181,-560.948871720181,-813.3292646355723,-813.3292646355723,-813.3292646355723,-15.414077449668527,-15.414077449668527,-15.414077449668527,0.0,0.0,0.0,0.0,0.0,0.0,1271.3801448971192
2019-03-31,1149.2313088474484,1145.3985858821338,1396.10383387084,1149.2313088474484,1149.2313088474484,124.75799859363556,124.75799859363556,124.75799859363556,144.3719286264953,144.3719286264953,144.3719286264953,1521.8408343338058,1521.8408343338058,1521.8408343338058,-564.1396410717383,-564.1396410717383,-564.1396410717383,-813.3292646355723,-813.3292646355723,-813.3292646355723,-19.61393003285974,-19.61393003285974,-19.61393003285974,0.0,0.0,0.0,0.0,0.0,0.0,1273.989307441084
2019-04-30,1150.7257204080408,1146.749683063988,1430.6736514626814,1150.7257204080408,1150.7257204080408,132.00775212599962,132.00775212599962,132.00775212599962,149.81949037314746,149.81949037314746,149.81949037314746,1530.4973150523608,1530.4973150523608,1530.4973150523608,-567.348560043641,-567.348560043641,-567.348560043641,-813.3292646355723,-813.3292646355723,-813.3292646355723,-17.81173824714785,-17.81173824714785,-17.81173824714785,0.0,0.0,0.0,0.0,0.0,0.0,1282.7334725340404
2019-05-31,1152.2699456873197,1160.0450466839432,1423.2385135637508,1152.2699456873197,1152.2699456873197,141.45977561142058,141.45977561142058,141.45977561142058,155.29803874610042,155.29803874610042,155.29803874610042,1539.2030352555842,1539.2030352555842,1539.2030352555842,-570.5757318739114,-570.5757318739114,-570.5757318739114,-813.3292646355723,-813.3292646355723,-813.3292646355723,-13.838263134679831,-13.838263134679831,-13.838263134679831,0.0,0.0,0.0,0.0,0.0,0.0,1293.7297212987403
2019-06-30,1153.7643572479121,1180.5770632898104,1442.5648392892501,1153.7643572479121,1153.7643572479121,152.66335382711927,152.66335382711927,152.66335382711927,160.80775000237594,160.80775000237594,160.80775000237594,1547.9582750257557,1547.9582750257557,1547.9582750257557,-573.8212603878075,-573.8212603878075,-573.8212603878075,-813.3292646355723,-813.3292646355723,-813.3292646355723,-8.144396175256672,-8.144396175256672,-8.144396175256672,0.0,0.0,0.0,0.0,0.0,0.0,1306.4277110750313
2019-07-31,1155.308582527191,1181.4513766108853,1460.6659853688627,1155.308582527191,1155.308582527191,166.68973317826908,166.68973317826908,166.68973317826908,166.34880140157526,166.34880140157526,166.34880140157526,1556.763316038309,1556.763316038309,1556.763316038309,-577.0852500011616,-577.0852500011616,-577.0852500011616,-813.3292646355723,-813.3292646355723,-813.3292646355723,0.34093177669381153,0.34093177669381153,0.34093177669381153,0.0,0.0,0.0,0.0,0.0,0.0,1321.99831570546
2019-08-31,1157.0317345625288,1207.6083161911201,1467.1511272680648,1157.0317345625288,1157.0317345625288,183.82757353906146,183.82757353906146,183.82757353906146,171.92137121158032,171.92137121158032,171.92137121158032,1565.6184415708933,1565.6184415708933,1565.6184415708933,-580.3678057237408,-580.3678057237408,-580.3678057237408,-813.3292646355723,-813.3292646355723,-813.3292646355723,11.906202327481136,11.906202327481136,11.906202327481136,0.0,0.0,0.0,0.0,0.0,0.0,1340.8593081015902
